Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference EnthalpyOfMixing Value (kJ / mol),Reference EnthalpyOfMixing Uncertainty (kJ / mol),Estimated EnthalpyOfMixing Value (kJ / mol),Estimated EnthalpyOfMixing Uncertainty (kJ / mol),Environment 1,Environment 2
fe6cfcaeaac040c78ba9e911ce8b1b44,298.15,100.0,2,COC(C)=O,0.4945,CCCCC(=O)OC,0.5055,0.23800000000000002,0.0,0.19366333678754444,0.04182545054949265,ester,ester
707ecba052994562b70d10f47ad49401,298.15,100.0,2,COC(C)=O,0.2661,CCCCC(=O)OC,0.7339,0.17800000000000002,0.0,0.2033732156471899,0.042603400468372084,ester,ester
1c4efb9bdcd7442b98400c5ca70c14f9,298.15,100.0,2,COC(C)=O,0.7653,CCCCC(=O)OC,0.2347,0.17300000000000001,0.0,0.14454053923488175,0.038206292950092265,ester,ester
189e1ac29a5b452d94d88c259701e8e0,298.15,100.0,2,COC(C)=O,0.5178,CCCC(=O)OC,0.4822,0.151,0.0,0.051447697806278114,0.037337149560585293,ester,ester
02192ccefea242b39363d0548779c5e9,298.15,100.0,2,COC(C)=O,0.774,CCCC(=O)OC,0.226,0.102,0.0,0.105710754089408,0.03668251356783592,ester,ester
68d4fb49ffdd49779cf6320765cb060e,298.15,100.0,2,COC(C)=O,0.3042,CCCC(=O)OC,0.6958,0.122,0.0,0.013948083982107562,0.039147882502308,ester,ester
d3606a24a2f4414e92e9294b340919b1,298.15,100.0,2,CC(=O)O,0.5,CCOC(C)=O,0.5,0.0,0.0,-1.0030749208452931,0.03466268270179196,ester,ester
0a5fe805f4b2486480e9f1cbe96cf861,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.2496,CCOC(C)=O,0.7504,-0.006,0.0,-0.14537716031171755,0.043265493852667626,ester,ester
e56dcc0f66384ce589d4588581416bda,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.5003,CCOC(C)=O,0.4997,-0.005,0.0,-0.12857260900391054,0.04160836004827476,ester,ester
c8d761a86a244f40b80dd4ac77c1ace6,298.15,101.3,2,CCOC(=O)CC(=O)OCC,0.7514,CCOC(C)=O,0.2486,-0.003,0.0,-0.11716256674068859,0.05152155070395018,ester,ester
2ea302dc525b437096caedb8542e8e48,298.15,101.0,2,CCOC(C)=O,0.7988,CCCCOC(C)=O,0.2012,0.0524,0.0,0.0757526041123473,0.039989581547797276,ester,ester
b07e106aa6834fbc84bbbaca562fc87d,298.15,101.0,2,CCOC(C)=O,0.4982,CCCCOC(C)=O,0.5018,0.076,0.0,0.07769723684256036,0.033358105436475424,ester,ester
c5b1555baacf45d3b91c68d4a8db3d14,298.15,101.0,2,CCOC(C)=O,0.2993,CCCCOC(C)=O,0.7007,0.0594,0.0,0.02413273397528215,0.04601827703026036,ester,ester
