Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference Density Value (g / ml),Reference Density Uncertainty (g / ml),Estimated Density Value (g / ml),Estimated Density Uncertainty (g / ml),Environment 1,Environment 2
e308b07bb5564c7d8f0ff026d8376f68,298.15,101.0,2,C1CCCCC1,0.2003,CCCCO,0.7997,0.7967200000000002,0.0,0.7895924721883496,0.00023325501540794657,alkane,alcohol
722c6645b0c64a308873adebf354e289,298.15,101.0,2,C1CCCCC1,0.7086,CCCCO,0.2914,0.7791900000000003,0.0,0.7634694794304472,0.0003453739456156095,alkane,alcohol
a4a629a73021422ba64a9dfaeb1708e3,293.15,100.0,2,CCCCO,0.4997,C1CCCCC1,0.5003,0.7897000000000002,0.0,0.7781977491256726,0.00025209460449607783,alcohol,alkane
00c847aabdaa49f39e19fb2b82e25f5d,293.15,100.0,2,CCCCCC(C)C,0.4997,CCCCO,0.5003,0.7335792999344483,0.0,0.733752550596487,0.00022760451311734444,alkane,alcohol
afc131bd3f8e4a6680c1ebe9acbb1591,293.15,100.0,2,CCCCCC(C)C,0.3,CCCCO,0.7,0.7584114729135699,0.0,0.7581129610576117,0.0002313609736207559,alkane,alcohol
5470d8c2bac848709e7abdf4bc2cea85,293.15,100.0,2,CCCCCC(C)C,0.7996,CCCCO,0.2004,0.7057028649228951,0.0,0.7072053878625503,0.00021376559386497693,alkane,alcohol
e5bc6c3622384d2792e889c5883afad2,298.15,101.0,2,COCCO,0.4955,C1CCCCC1,0.5045,0.8436100000000002,0.0,0.8394133506649492,0.00026403575361312007,alcohol,alkane
f9182a4a25b34594acf19a4a068b59b3,298.15,101.0,2,COCCO,0.4955,C1CCCCC1,0.5045,0.8436100000000002,0.0,0.8394133506649492,0.00026403575361312007,alcohol,alkane
f0f5a9f860054598b153ca91ab5b370e,298.15,101.0,2,COCCO,0.2513,C1CCCCC1,0.7487,0.8049800000000003,0.0,0.7919051151466436,0.00036963695399337026,alcohol,alkane
7ae0efcee2d240c6bf9d65e75d430e92,298.15,101.0,2,COCCO,0.2513,C1CCCCC1,0.7487,0.8049800000000003,0.0,0.7919051151466436,0.00036963695399337026,alcohol,alkane
981c70f7951c46e2aa7ef0a2c1eabe58,298.15,101.0,2,COCCO,0.7493,C1CCCCC1,0.2507,0.8927200000000003,0.0,0.9009553429377365,0.00025422132704344864,alcohol,alkane
12386196686c44058edaa839d630b688,298.15,101.0,2,COCCO,0.7493,C1CCCCC1,0.2507,0.8927200000000003,0.0,0.9009553429377365,0.00025422132704344864,alcohol,alkane
2ed19366503e4ec08db4d902c77444b1,298.15,101.0,2,C1CCCC1,0.5051,CCCO,0.4949,0.7639600000000002,0.0,0.7479186860662436,0.00028456126591643705,alkane,alcohol
0a9f015f9d974519b4844ecc61c5d749,298.15,101.0,2,C1CCCC1,0.7688,CCCO,0.2312,0.7464510000000002,0.0,0.7272393036843791,0.0003078341697907548,alkane,alcohol
e083686cb42a42aca92b50fe55b26ec1,298.15,101.0,2,C1CCCC1,0.2341,CCCO,0.7659,0.7813700000000002,0.0,0.7718542709357258,0.0003688141779621605,alkane,alcohol
3bced4742c864ee186f1b71a2ba47dab,298.15,101.0,2,CC(C)CO,0.5057,CCCCCC,0.4943,0.7138000000000001,0.0,0.7052956625978504,0.00029743478221827655,alcohol,alkane
f430f9951d2c4ae78cdc4edb616c6876,298.15,101.0,2,CC(C)CO,0.7073,CCCCCC,0.2927,0.7446000000000002,0.0,0.7440886645362337,0.0002448781490472078,alcohol,alkane
1b2a32a250464832aeed04ae2111e9c4,298.15,101.0,2,CC(C)CO,0.2,CCCCCC,0.8,0.6751000000000001,0.0,0.6579106363440003,0.00025967628746934924,alcohol,alkane
45f107729331457bbd29017eb8ad9a91,298.15,101.0,2,C1CCCC1,0.7543,CCCCCO,0.2457,0.7564860000000002,0.0,0.7396804103197641,0.0003180246789463453,alkane,alcohol
5ffbe060b8df46548dca4a5520344ad0,298.15,101.0,2,C1CCCC1,0.4798,CCCCCO,0.5202,0.7790820000000002,0.0,0.7669752552442738,0.00026522659353315743,alkane,alcohol
02645464d1f04b8695915766dc284865,298.15,101.0,2,C1CCCC1,0.2742,CCCCCO,0.7258,0.7934390000000001,0.0,0.7862277907682363,0.000321846864039167,alkane,alcohol
840dbcc5f4b54a6f993880984498128f,298.15,101.3,2,CCO,0.7607,CCCCCC,0.2393,0.7286687796083755,0.0,0.7192107754666811,0.00035648926320088837,alcohol,alkane
90cf2bec37d64c759b14741821db1bf9,298.15,101.3,2,CCO,0.2039,CCCCCC,0.7961,0.6662786635961276,0.0,0.6459343304075403,0.00027204052912228123,alcohol,alkane
dc30949f03cf46149eeb7c10a462e287,298.15,101.0,2,CCO,0.4999,CCCCCC,0.5001,0.6921000000000002,0.0,0.6761658147310847,0.0002818194411784769,alcohol,alkane
11a543696cf64f748881edea1882ab58,298.15,101.0,2,C1CCCC1,0.7372,CCCCO,0.2628,0.7556000000000002,0.0,0.735415132938821,0.00024292791892758486,alkane,alcohol
51c48b4dd8124484a54a2c06f5132c2a,293.15,101.0,2,C1CCCC1,0.294,CCCCO,0.706,0.7898400000000002,0.0,0.7808438964383483,0.00026568856491651595,alkane,alcohol
184c1180ca7a4a3eb18310a73868332e,298.15,101.0,2,C1CCCC1,0.5104,CCCCO,0.4896,0.7708000000000002,0.0,0.7562771853421661,0.00026946542069276733,alkane,alcohol
21b40dd15936446a8453de7ffc4bef56,298.15,101.0,2,CCOCCO,0.7527,C1CCCCC1,0.2473,0.8813700000000002,0.0,0.886343400175222,0.0002848970353482597,alcohol,alkane
5b1f2b673f114ae5a8cddde10b1af1ee,298.15,101.0,2,CCOCCO,0.7527,C1CCCCC1,0.2473,0.8813700000000002,0.0,0.886343400175222,0.0002848970353482597,alcohol,alkane
de885c3f7ed14d57bb0fcd086fcd2581,298.15,101.0,2,CCOCCO,0.5,C1CCCCC1,0.5,0.8389100000000002,0.0,0.835780236435339,0.00024131510384424088,alcohol,alkane
fa8d9f9b57c24ee2ab643104d06cfef4,298.15,101.0,2,CCOCCO,0.5,C1CCCCC1,0.5,0.8389100000000002,0.0,0.835780236435339,0.00024131510384424088,alcohol,alkane
0b390eb415ce4a2dafa559f66c406129,298.15,101.0,2,CCOCCO,0.2541,C1CCCCC1,0.7459,0.8032400000000002,0.0,0.7920594495367406,0.00031095600234837224,alcohol,alkane
0eb963996fef49b08b5be5897da81129,298.15,101.0,2,CCOCCO,0.2541,C1CCCCC1,0.7459,0.8032400000000002,0.0,0.7920594495367406,0.00031095600234837224,alcohol,alkane
32416b9999a847a591277a604ab1ea11,298.15,101.0,2,CCCCO,0.523933,CC1CCCC1,0.476067,0.7685800000000003,0.0,0.7664991729884335,0.0002757668444603492,alcohol,alkane
a6221ab7b1a945349c67c66b247f453b,298.15,101.0,2,CCCCO,0.722375,CC1CCCC1,0.277625,0.7825200000000002,0.0,0.7810071812742948,0.0002599518836120749,alcohol,alkane
d1b0a48067204d2bb28aa4a576dc247f,298.15,101.0,2,CCCCO,0.206864,CC1CCCC1,0.793136,0.7505500000000002,0.0,0.7469169707768303,0.0002558822441676116,alcohol,alkane
3e0cfe7bebd3430c969046dc3051f956,298.15,101.0,2,CCCCCCC,0.5088,CCCCCCO,0.4912,0.7409400000000003,0.0,0.7327715928485541,0.00020321331812655163,alkane,alcohol
8db3e73be5a14f2599c0738b37362cdf,298.15,101.0,2,CCCCCCC,0.3197,CCCCCCO,0.6803,0.7674600000000003,0.0,0.7633058643236157,0.00021427628344560163,alkane,alcohol
cd4267d7acc84c2fb48ac8b19c0001f6,298.15,101.0,2,CCCCCCC,0.7045,CCCCCCO,0.2955,0.7150100000000001,0.0,0.7035999997385505,0.0002351048034044819,alkane,alcohol
